Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Region
PSP,2007-01-01,Puzzle,D3Publisher,0.02,0.0,0.0,0.0,0.02,0
PS2,2007-01-01,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02,1
XB,2006-01-01,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02,0
X360,2011-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Misc,Gakken,0.0,0.0,0.02,0.0,0.02,1
PC,2001-01-01,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1
PS,2002-01-01,Action,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PC,2007-01-01,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,0
Wii,2007-01-01,Simulation,Taito,0.0,0.0,0.02,0.0,0.02,1
PS2,2005-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
Wii,2011-01-01,Platform,Storm City Games,0.02,0.0,0.0,0.0,0.02,0
PC,2004-01-01,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02,0
PSP,2009-01-01,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02,1
PC,2005-01-01,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,0
PC,2010-01-01,Action,Capcom,0.0,0.01,0.0,0.0,0.02,0
DS,2008-01-01,Sports,Jaleco,0.0,0.0,0.02,0.0,0.02,1
PS,1998-01-01,Action,Saurus,0.01,0.01,0.0,0.0,0.02,0
GBA,2002-01-01,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PSV,2015-01-01,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02,1
XB,2003-01-01,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,0
PC,2006-01-01,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,0
X360,2015-01-01,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,0
PC,2008-01-01,Platform,THQ,0.0,0.01,0.0,0.0,0.02,0
PS2,2006-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
GBA,2002-01-01,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02,0
GC,2002-01-01,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02,0
XOne,2016-01-01,Strategy,Take-Two Interactive,0.01,0.01,0.0,0.0,0.02,0
DS,2009-01-01,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,0
DS,2009-01-01,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.02,1
X360,2016-01-01,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,0
DS,2007-01-01,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,0
PS2,2007-01-01,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,1
DS,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PS2,2006-01-01,Action,Essential Games,0.0,0.0,0.02,0.0,0.02,1
X360,2015-01-01,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.02,0
PSP,2012-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PS2,2009-01-01,Adventure,Revolution (Japan),0.0,0.0,0.02,0.0,0.02,1
PC,2010-01-01,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02,0
DS,2006-01-01,Puzzle,O3 Entertainment,0.02,0.0,0.0,0.0,0.02,0
GC,2004-01-01,Action,Sega,0.01,0.0,0.0,0.0,0.02,0
PSV,2013-01-01,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
PSP,2006-01-01,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02,0
PC,2010-01-01,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,0
PC,2005-01-01,Action,THQ,0.01,0.0,0.0,0.0,0.02,0
X360,2010-01-01,Sports,Tradewest,0.0,0.01,0.0,0.0,0.02,0
PC,2008-01-01,Strategy,Mumbo Jumbo,0.01,0.0,0.0,0.0,0.02,0
PSP,2012-01-01,Action,Giza10,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,1
PC,2008-01-01,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02,0
WiiU,2014-01-01,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,1
XB,2004-01-01,Misc,Microsoft Game Studios,0.01,0.0,0.0,0.0,0.02,0
DS,2008-01-01,Misc,Sega,0.0,0.0,0.02,0.0,0.02,1
PC,2011-01-01,Shooter,Visco,0.02,0.0,0.0,0.0,0.02,0
3DS,2014-01-01,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,1
DS,2011-01-01,Misc,Disney Interactive Studios,0.0,0.0,0.02,0.0,0.02,1
DS,2005-01-01,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.02,0
Wii,2010-01-01,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02,0
GC,2005-01-01,Platform,JoWood Productions,0.01,0.0,0.0,0.0,0.02,0
PC,2011-01-01,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,0
PC,2005-01-01,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,0
PC,2009-01-01,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02,0
PC,2007-01-01,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,0
DS,2007-01-01,Action,THQ,0.02,0.0,0.0,0.0,0.02,0
PS3,2014-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PSP,2010-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
DS,2011-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PS2,2010-01-01,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02,1
PSV,2013-01-01,Adventure,Aqua Plus,0.0,0.0,0.02,0.0,0.02,1
X360,2010-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
X360,2006-01-01,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,1
PC,2009-01-01,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02,0
DS,2010-01-01,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,1
PS3,2007-01-01,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
Wii,2007-01-01,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02,0
PS4,2016-01-01,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02,0
DS,2005-01-01,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,0
DS,2011-01-01,Simulation,7G//AMES,0.0,0.01,0.0,0.0,0.02,0
PC,2009-01-01,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,0
PSP,2013-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PSV,2014-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PC,2013-01-01,Action,Capcom,0.0,0.01,0.0,0.0,0.02,0
Wii,2012-01-01,Action,Activision,0.0,0.01,0.0,0.0,0.02,0
PC,2013-01-01,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,0
PSP,2013-01-01,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,1
PSV,2016-01-01,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,1
3DS,2014-01-01,Action,Capcom,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
DS,1985-01-01,Action,Mycom,0.0,0.0,0.02,0.0,0.02,1
PS3,2010-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
PC,2009-01-01,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,0
XB,2003-01-01,Racing,Atari,0.01,0.0,0.0,0.0,0.02,0
PS2,2006-01-01,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,1
GBA,2004-01-01,Shooter,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02,0
PS2,2008-01-01,Shooter,Sega,0.0,0.0,0.02,0.0,0.02,1
PC,2009-01-01,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,0
3DS,2013-01-01,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Misc,Paon,0.0,0.0,0.02,0.0,0.02,1
3DS,2011-01-01,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,1
PC,2003-01-01,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.02,0
PSV,2014-01-01,Adventure,Giga,0.0,0.0,0.02,0.0,0.02,1
X360,2006-01-01,Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PS2,2009-01-01,Adventure,Yeti,0.0,0.0,0.02,0.0,0.02,1
Wii,2010-01-01,Racing,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PSV,2016-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PS4,2016-01-01,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02,1
WiiU,2012-01-01,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
PC,2004-01-01,Sports,Sega,0.0,0.01,0.0,0.0,0.02,0
DS,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1
GC,2004-01-01,Platform,Atari,0.01,0.0,0.0,0.0,0.02,0
GC,2004-01-01,Shooter,Crave Entertainment,0.01,0.0,0.0,0.0,0.02,0
DS,2006-01-01,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,1
PSP,2008-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
XB,2002-01-01,Racing,Empire Interactive,0.01,0.0,0.0,0.0,0.02,0
PC,2007-01-01,Shooter,Activision,0.01,0.0,0.0,0.0,0.02,0
Wii,2009-01-01,Racing,Nordic Games,0.0,0.01,0.0,0.0,0.02,0
PC,2015-01-01,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,0
PS2,2008-01-01,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,1
DC,2007-01-01,Shooter,Warashi,0.0,0.0,0.02,0.0,0.02,1
GBA,2006-01-01,Action,THQ,0.01,0.0,0.0,0.0,0.02,0
PS2,2007-01-01,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
PSP,2006-01-01,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PS2,2008-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PSP,2008-01-01,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,1
DS,2006-01-01,Misc,Rocket Company,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Action,5pb,0.0,0.0,0.02,0.0,0.02,1
3DS,2014-01-01,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.02,0
PS2,2005-01-01,Platform,JoWood Productions,0.01,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
GBA,2001-01-01,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02,0
PC,2004-01-01,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02,0
GBA,2003-01-01,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.02,0
PSP,2008-01-01,Adventure,System Soft,0.0,0.0,0.02,0.0,0.02,1
DS,2009-01-01,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02,0
PSP,2011-01-01,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Misc,Foreign Media Games,0.0,0.01,0.0,0.0,0.02,0
GBA,2005-01-01,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.02,0
DS,2010-01-01,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,1
PSP,2006-01-01,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PSP,2012-01-01,Role-Playing,Alchemist,0.0,0.0,0.02,0.0,0.02,1
PC,2014-01-01,Role-Playing,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,0
PC,2002-01-01,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02,0
PS4,2015-01-01,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,0
PSP,2012-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02,0
PS3,2011-01-01,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
PSV,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,1
PSP,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
XB,2006-01-01,Racing,Global Star,0.01,0.0,0.0,0.0,0.02,0
PSV,2015-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PSP,2009-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,1
DS,2008-01-01,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,0
PS,1999-01-01,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02,0
DS,2008-01-01,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
DS,2005-01-01,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02,0
PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,0
PS4,2016-01-01,Action,Sold Out,0.01,0.01,0.0,0.0,0.02,0
PSP,2006-01-01,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.02,0
DS,2006-01-01,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02,0
PSP,2013-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PSV,2016-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PSV,2014-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
PS4,2016-01-01,Shooter,Nippon Ichi Software,0.01,0.0,0.0,0.0,0.02,0
PS3,2013-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
DS,2009-01-01,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Misc,Hackberry,0.0,0.0,0.02,0.0,0.02,1
PS2,2006-01-01,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02,0
PS2,2003-01-01,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
XB,2006-01-01,Racing,Bethesda Softworks,0.01,0.0,0.0,0.0,0.02,0
X360,2010-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PC,2006-01-01,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.02,0
DS,2008-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Strategy,Success,0.01,0.0,0.0,0.0,0.02,0
PS2,2002-01-01,Misc,Arika,0.01,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,1
PSV,2014-01-01,Simulation,Focus Home Interactive,0.01,0.0,0.0,0.0,0.02,0
PC,2008-01-01,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,0
PC,2007-01-01,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.02,0
DS,2012-01-01,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,0.02,0
PC,2011-01-01,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,0
DS,2008-01-01,Simulation,Sega,0.0,0.0,0.02,0.0,0.02,1
PS3,2012-01-01,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PC,2011-01-01,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.02,0
PSV,2015-01-01,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02,1
PS2,2008-01-01,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.02,0
PS2,2009-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PS2,2010-01-01,Adventure,RED Entertainment,0.0,0.0,0.02,0.0,0.02,1
PSP,2012-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PSP,2010-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PC,1995-01-01,Misc,Vivendi Games,0.01,0.0,0.0,0.0,0.02,0
PS2,2007-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
GC,2004-01-01,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,0
PSP,2015-01-01,Action,Broccoli,0.0,0.0,0.02,0.0,0.02,1
PS3,2015-01-01,Adventure,Arc System Works,0.01,0.0,0.0,0.0,0.02,0
PC,2008-01-01,Action,Touchstone,0.0,0.01,0.0,0.0,0.01,0
PSV,2016-01-01,Action,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,1
3DS,2016-01-01,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,1
DS,2007-01-01,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.01,1
DS,2006-01-01,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01,0
DS,2008-01-01,Simulation,Nobilis,0.0,0.01,0.0,0.0,0.01,0
PSP,2010-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,1
GBA,2003-01-01,Action,Activision,0.01,0.0,0.0,0.0,0.01,0
X360,2014-01-01,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,0
PSP,2011-01-01,Role-Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01,1
PSP,2009-01-01,Fighting,Broccoli,0.0,0.0,0.01,0.0,0.01,1
Wii,2008-01-01,Platform,Nintendo,0.0,0.01,0.0,0.0,0.01,0
PSP,2006-01-01,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,1
PSP,2012-01-01,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01,1
PS2,2009-01-01,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,1
PC,2009-01-01,Sports,Sega,0.0,0.01,0.0,0.0,0.01,0
Wii,2012-01-01,Adventure,Reef Entertainment,0.0,0.01,0.0,0.0,0.01,0
PS2,2006-01-01,Action,Capcom,0.0,0.0,0.01,0.0,0.01,1
3DS,2016-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,1
PC,1994-01-01,Fighting,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.01,0
DS,2009-01-01,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,0
DS,2008-01-01,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0
DS,2011-01-01,Role-Playing,Unknown,0.0,0.0,0.01,0.0,0.01,1
PC,2005-01-01,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,0
PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,1
PSP,2009-01-01,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,1
PSP,2010-01-01,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,1
PSV,2014-01-01,Role-Playing,Experience Inc.,0.0,0.0,0.01,0.0,0.01,1
PC,2007-01-01,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01,0
DS,2008-01-01,Role-Playing,SNK Playmore,0.0,0.0,0.01,0.0,0.01,1
PC,2006-01-01,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01,0
X360,2006-01-01,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.01,1
PSP,2007-01-01,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.01,0
PC,2005-01-01,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,0
PS3,2012-01-01,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01,1
PC,2010-01-01,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01,0
DS,2008-01-01,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.01,1
PC,2002-01-01,Shooter,Atari,0.0,0.01,0.0,0.0,0.01,0
DS,2006-01-01,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,1
PS4,2016-01-01,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,1
PSV,2016-01-01,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,1
PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,1
DS,2007-01-01,Sports,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0
PSP,2006-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,1
DS,2007-01-01,Misc,D3Publisher,0.0,0.0,0.01,0.0,0.01,1
PC,2009-01-01,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01,0
GBA,2004-01-01,Sports,XS Games,0.01,0.0,0.0,0.0,0.01,0
PSP,2010-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,1
PSV,2016-01-01,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,1
PS2,2008-01-01,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,1
DS,2008-01-01,Simulation,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,0
PSP,2009-01-01,Adventure,TGL,0.0,0.0,0.01,0.0,0.01,1
PSP,2014-01-01,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,1
PS2,2008-01-01,Platform,Sega,0.0,0.0,0.01,0.0,0.01,1
PS2,2006-01-01,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.01,0
DS,2006-01-01,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,1
PS3,2016-01-01,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01,1
XOne,2015-01-01,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,0
PS2,2008-01-01,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.01,0
PS2,2006-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,1
PC,2002-01-01,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,0
GC,2004-01-01,Puzzle,Sega,0.01,0.0,0.0,0.0,0.01,0
PS2,2006-01-01,Role-Playing,Michaelsoft,0.0,0.0,0.01,0.0,0.01,1
PS4,2015-01-01,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01,0
X360,2011-01-01,Adventure,Cave,0.0,0.0,0.01,0.0,0.01,1
PC,2007-01-01,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01,0
PC,2008-01-01,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.01,0
PC,2006-01-01,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,0
PS4,2016-01-01,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,1
PSP,2012-01-01,Action,Quinrose,0.0,0.0,0.01,0.0,0.01,1
PC,2011-01-01,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01,0
PC,2016-01-01,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,0
PS2,2006-01-01,Adventure,Interchannel,0.0,0.0,0.01,0.0,0.01,1
X360,2008-01-01,Platform,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,0
PS2,2008-01-01,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,1
PS2,2008-01-01,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,1
PS2,2011-01-01,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,1
PS2,2005-01-01,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01,0
PS2,2002-01-01,Misc,Media Entertainment,0.0,0.0,0.01,0.0,0.01,1
PC,2011-01-01,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01,0
X360,2013-01-01,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.01,0
X360,2006-01-01,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.01,1
3DS,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,1
PS2,2010-01-01,Misc,Hackberry,0.0,0.0,0.01,0.0,0.01,1
PC,2001-01-01,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01,0
GBA,2003-01-01,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,0
XB,2005-01-01,Adventure,Activision,0.01,0.0,0.0,0.0,0.01,0
PC,2009-01-01,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.01,0
GBA,2005-01-01,Misc,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01,0
3DS,2015-01-01,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01,1
PC,1992-01-01,Strategy,New World Computing,0.01,0.0,0.0,0.0,0.01,0
DS,2009-01-01,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.01,1
PSV,2015-01-01,Action,5pb,0.0,0.0,0.01,0.0,0.01,1
DS,2008-01-01,Sports,Destineer,0.01,0.0,0.0,0.0,0.01,0
DS,2009-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,1
DS,2008-01-01,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,0
XB,2002-01-01,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01,0
PC,2007-01-01,Sports,Sega,0.0,0.01,0.0,0.0,0.01,0
PS3,2012-01-01,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01,0
PSP,2010-01-01,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,1
PSP,2011-01-01,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,1
PS3,2013-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01,1
GBA,2002-01-01,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0
PSP,2011-01-01,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,1
Wii,2008-01-01,Sports,Takara Tomy,0.0,0.0,0.01,0.0,0.01,1
PS2,2009-01-01,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,1
DS,2010-01-01,Adventure,FuRyu,0.0,0.0,0.01,0.0,0.01,1
DS,2010-01-01,Racing,Storm City Games,0.01,0.0,0.0,0.0,0.01,0
XB,2003-01-01,Racing,Encore,0.01,0.0,0.0,0.0,0.01,0
X360,2009-01-01,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,0
PC,2002-01-01,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,0
